snapshot_date,warehouse,sku,on_hand_units,average_daily_demand,inventory_value
2025-02-01,WH-NORTH,SKU-0050,28,1.0,4277.04
2025-02-01,WH-NORTH,SKU-0051,12,0.4286,1770.38
2025-02-01,WH-NORTH,SKU-0052,7,0.0,82.58
2025-02-01,WH-NORTH,SKU-0053,2,0.3214,487.58
2025-02-01,WH-NORTH,SKU-0054,12,1.4643,2702.83
2025-02-01,WH-NORTH,SKU-0055,26,1.5357,1190.9
2025-02-01,WH-NORTH,SKU-0056,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0057,13,2.0357,861.58
2025-02-01,WH-NORTH,SKU-0058,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0059,16,0.4286,3830.29
2025-02-01,WH-NORTH,SKU-0060,13,0.75,486.34
2025-02-01,WH-NORTH,SKU-0061,13,1.3571,1057.77
2025-02-01,WH-NORTH,SKU-0062,24,1.8929,759.4
2025-02-01,WH-NORTH,SKU-0063,1,0.4643,75.22
2025-02-01,WH-NORTH,SKU-0064,13,0.4643,3106.6
2025-02-01,WH-NORTH,SKU-0065,0,0.3571,0.0
2025-02-01,WH-NORTH,SKU-0066,52,1.7857,4743.31
2025-02-01,WH-NORTH,SKU-0067,34,1.2857,4219.66
2025-02-01,WH-NORTH,SKU-0068,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0069,16,1.5,603.68
2025-02-01,WH-NORTH,SKU-0070,11,0.0,1873.87
2025-02-01,WH-NORTH,SKU-0071,5,0.3571,454.66
2025-02-01,WH-NORTH,SKU-0072,23,2.1071,386.08
2025-02-01,WH-NORTH,SKU-0073,24,1.7857,861.17
2025-02-01,WH-NORTH,SKU-0074,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0075,30,1.9286,7351.74
2025-02-01,WH-NORTH,SKU-0076,23,1.3571,4341.1
2025-02-01,WH-NORTH,SKU-0077,12,0.7143,534.67
2025-02-01,WH-NORTH,SKU-0078,27,1.0357,6117.75
2025-02-01,WH-NORTH,SKU-0079,19,1.3571,2330.25
2025-02-01,WH-NORTH,SKU-0080,3,1.0,363.4
2025-02-01,WH-NORTH,SKU-0081,44,2.7143,958.8
2025-02-01,WH-NORTH,SKU-0082,6,0.0,616.11
2025-02-01,WH-NORTH,SKU-0083,27,2.75,2203.44
2025-02-01,WH-NORTH,SKU-0084,24,3.1786,4090.94
2025-02-01,WH-NORTH,SKU-0085,32,2.75,7690.14
2025-02-01,WH-NORTH,SKU-0086,11,1.0357,705.25
2025-02-01,WH-NORTH,SKU-0087,19,0.9286,988.15
2025-02-01,WH-NORTH,SKU-0088,11,0.0,1180.96
2025-02-01,WH-NORTH,SKU-0089,20,2.3929,2590.94
2025-02-01,WH-NORTH,SKU-0090,8,1.1429,1439.15
2025-02-01,WH-NORTH,SKU-0091,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0092,4,0.0,362.41
2025-02-01,WH-NORTH,SKU-0093,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0094,8,0.4643,288.73
2025-02-01,WH-NORTH,SKU-0095,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0096,25,1.2857,294.11
2025-02-01,WH-NORTH,SKU-0097,3,0.6786,399.66
2025-02-01,WH-NORTH,SKU-0098,6,0.25,846.12
2025-02-01,WH-NORTH,SKU-0099,25,2.9643,4825.29
2025-02-01,WH-NORTH,SKU-0100,31,3.0,1603.38
2025-02-01,WH-NORTH,SKU-0101,16,0.0357,3551.24
2025-02-01,WH-NORTH,SKU-0102,67,2.9643,4388.1
2025-02-01,WH-NORTH,SKU-0103,10,0.4286,2041.99
2025-02-01,WH-NORTH,SKU-0104,11,0.9286,850.81
2025-02-01,WH-NORTH,SKU-0105,8,0.0,1817.99
2025-02-01,WH-NORTH,SKU-0106,9,1.1786,1527.52
2025-02-01,WH-NORTH,SKU-0107,12,2.0,1107.35
2025-02-01,WH-NORTH,SKU-0108,11,0.0,1514.98
2025-02-01,WH-NORTH,SKU-0109,9,1.4643,1367.98
2025-02-01,WH-NORTH,SKU-0110,25,1.3571,2277.55
2025-02-01,WH-NORTH,SKU-0111,19,2.2857,3705.99
2025-02-01,WH-NORTH,SKU-0112,51,2.3571,7516.0
2025-02-01,WH-NORTH,SKU-0113,12,0.5,1340.46
2025-02-01,WH-NORTH,SKU-0114,15,1.1071,1662.21
2025-02-01,WH-NORTH,SKU-0115,70,2.8214,12006.61
2025-02-01,WH-NORTH,SKU-0116,12,1.3214,1785.5
2025-02-01,WH-NORTH,SKU-0117,10,1.7857,2303.57
2025-02-01,WH-NORTH,SKU-0118,13,1.9643,1299.3
2025-02-01,WH-NORTH,SKU-0119,0,0.0,0.0
2025-02-01,WH-NORTH,SKU-0120,3,0.0,215.77
2025-02-01,WH-CENTRAL,SKU-0001,25,2.8571,3309.49
2025-02-01,WH-CENTRAL,SKU-0002,20,2.2857,1605.23
2025-02-01,WH-CENTRAL,SKU-0003,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0004,17,1.1429,2228.67
2025-02-01,WH-CENTRAL,SKU-0005,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0006,30,0.8571,3865.62
2025-02-01,WH-CENTRAL,SKU-0007,15,0.5,3303.55
2025-02-01,WH-CENTRAL,SKU-0008,0,0.9286,0.0
2025-02-01,WH-CENTRAL,SKU-0009,3,0.9643,218.89
2025-02-01,WH-CENTRAL,SKU-0010,5,0.9286,60.53
2025-02-01,WH-CENTRAL,SKU-0011,18,0.5357,2960.6
2025-02-01,WH-CENTRAL,SKU-0012,15,0.6429,725.92
2025-02-01,WH-CENTRAL,SKU-0013,43,1.9643,3440.13
2025-02-01,WH-CENTRAL,SKU-0014,0,0.1071,0.0
2025-02-01,WH-CENTRAL,SKU-0015,44,1.7857,4354.79
2025-02-01,WH-CENTRAL,SKU-0016,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0017,78,2.7857,1029.17
2025-02-01,WH-CENTRAL,SKU-0018,28,2.2143,776.78
2025-02-01,WH-CENTRAL,SKU-0019,13,1.6786,1680.54
2025-02-01,WH-CENTRAL,SKU-0020,8,0.0,1859.4
2025-02-01,WH-CENTRAL,SKU-0021,42,2.4286,9179.25
2025-02-01,WH-CENTRAL,SKU-0022,56,2.0,9394.92
2025-02-01,WH-CENTRAL,SKU-0023,37,1.9286,6779.4
2025-02-01,WH-CENTRAL,SKU-0024,26,1.8929,5798.51
2025-02-01,WH-CENTRAL,SKU-0025,43,2.3929,2857.16
2025-02-01,WH-CENTRAL,SKU-0026,31,3.5714,7009.94
2025-02-01,WH-CENTRAL,SKU-0027,28,1.4286,747.67
2025-02-01,WH-CENTRAL,SKU-0028,23,0.9643,3649.02
2025-02-01,WH-CENTRAL,SKU-0029,16,0.9643,2901.54
2025-02-01,WH-CENTRAL,SKU-0030,31,1.2143,1670.73
2025-02-01,WH-CENTRAL,SKU-0031,29,3.0,6810.81
2025-02-01,WH-CENTRAL,SKU-0032,6,0.2143,1053.36
2025-02-01,WH-CENTRAL,SKU-0033,9,0.7143,1315.02
2025-02-01,WH-CENTRAL,SKU-0034,31,2.5714,7342.41
2025-02-01,WH-CENTRAL,SKU-0035,23,1.0714,3791.96
2025-02-01,WH-CENTRAL,SKU-0036,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0037,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0038,22,0.8571,1719.29
2025-02-01,WH-CENTRAL,SKU-0039,44,2.8929,1158.21
2025-02-01,WH-CENTRAL,SKU-0040,15,1.0357,3065.45
2025-02-01,WH-CENTRAL,SKU-0041,20,1.3571,228.8
2025-02-01,WH-CENTRAL,SKU-0042,64,4.6071,5274.02
2025-02-01,WH-CENTRAL,SKU-0043,26,1.5714,4467.18
2025-02-01,WH-CENTRAL,SKU-0044,8,0.0,1374.87
2025-02-01,WH-CENTRAL,SKU-0045,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0046,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0047,29,2.8214,5613.28
2025-02-01,WH-CENTRAL,SKU-0048,0,0.3929,0.0
2025-02-01,WH-CENTRAL,SKU-0049,20,0.8214,2376.11
2025-02-01,WH-CENTRAL,SKU-0050,16,0.2857,2444.02
2025-02-01,WH-CENTRAL,SKU-0051,0,0.4643,0.0
2025-02-01,WH-CENTRAL,SKU-0052,25,2.9286,294.94
2025-02-01,WH-CENTRAL,SKU-0053,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0054,23,1.1786,5180.43
2025-02-01,WH-CENTRAL,SKU-0055,16,1.3214,732.86
2025-02-01,WH-CENTRAL,SKU-0056,7,0.2143,1034.69
2025-02-01,WH-CENTRAL,SKU-0057,22,1.2857,1458.05
2025-02-01,WH-CENTRAL,SKU-0058,25,1.2143,4368.93
2025-02-01,WH-CENTRAL,SKU-0059,48,4.25,11490.86
2025-02-01,WH-CENTRAL,SKU-0060,8,2.5714,299.29
2025-02-01,WH-CENTRAL,SKU-0061,27,2.0714,2196.91
2025-02-01,WH-CENTRAL,SKU-0062,25,1.3571,791.04
2025-02-01,WH-CENTRAL,SKU-0063,4,0.7143,300.87
2025-02-01,WH-CENTRAL,SKU-0064,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0065,23,1.1071,2080.17
2025-02-01,WH-CENTRAL,SKU-0066,18,1.6071,1641.91
2025-02-01,WH-CENTRAL,SKU-0067,2,0.0,248.22
2025-02-01,WH-CENTRAL,SKU-0068,17,1.6429,3424.44
2025-02-01,WH-CENTRAL,SKU-0069,22,1.4286,830.06
2025-02-01,WH-CENTRAL,SKU-0070,13,0.9643,2214.57
2025-02-01,WH-CENTRAL,SKU-0071,18,0.4643,1636.77
2025-02-01,WH-CENTRAL,SKU-0072,6,0.9643,100.72
2025-02-01,WH-CENTRAL,SKU-0073,13,0.1786,466.47
2025-02-01,WH-CENTRAL,SKU-0074,0,0.1429,0.0
2025-02-01,WH-CENTRAL,SKU-0075,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0076,7,0.0,1321.2
2025-02-01,WH-CENTRAL,SKU-0077,24,1.5,1069.33
2025-02-01,WH-CENTRAL,SKU-0078,7,0.7857,1586.08
2025-02-01,WH-CENTRAL,SKU-0079,9,0.4643,1103.8
2025-02-01,WH-CENTRAL,SKU-0080,35,1.3571,4239.62
2025-02-01,WH-CENTRAL,SKU-0081,6,1.0,130.75
2025-02-01,WH-CENTRAL,SKU-0082,16,1.9643,1642.96
2025-02-01,WH-CENTRAL,SKU-0083,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0084,34,2.3214,5795.5
2025-02-01,WH-CENTRAL,SKU-0085,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0086,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0087,20,1.7857,1040.16
2025-02-01,WH-CENTRAL,SKU-0088,31,1.7143,3328.16
2025-02-01,WH-CENTRAL,SKU-0089,4,0.1786,518.19
2025-02-01,WH-CENTRAL,SKU-0090,1,0.0,179.89
2025-02-01,WH-CENTRAL,SKU-0091,10,1.4643,2408.34
2025-02-01,WH-CENTRAL,SKU-0092,41,3.4286,3714.66
2025-02-01,WH-CENTRAL,SKU-0093,7,0.0,1114.31
2025-02-01,WH-CENTRAL,SKU-0094,21,0.0,757.91
2025-02-01,WH-CENTRAL,SKU-0095,47,1.8571,3408.58
2025-02-01,WH-CENTRAL,SKU-0096,18,1.7857,211.76
2025-02-01,WH-CENTRAL,SKU-0097,1,1.3929,133.22
2025-02-01,WH-CENTRAL,SKU-0098,82,3.1429,11563.64
2025-02-01,WH-CENTRAL,SKU-0099,63,3.0357,12159.72
2025-02-01,WH-CENTRAL,SKU-0100,50,3.0,2586.1
2025-02-01,WH-CENTRAL,SKU-0101,20,2.3571,4439.05
2025-02-01,WH-CENTRAL,SKU-0102,2,0.2857,130.99
2025-02-01,WH-CENTRAL,SKU-0103,3,1.0,612.6
2025-02-01,WH-CENTRAL,SKU-0104,20,2.7143,1546.93
2025-02-01,WH-CENTRAL,SKU-0105,1,0.0,227.25
2025-02-01,WH-CENTRAL,SKU-0106,5,1.6429,848.62
2025-02-01,WH-CENTRAL,SKU-0107,13,0.5714,1199.63
2025-02-01,WH-CENTRAL,SKU-0108,41,1.1429,5646.75
2025-02-01,WH-CENTRAL,SKU-0109,19,1.7857,2887.96
2025-02-01,WH-CENTRAL,SKU-0110,4,0.2857,364.41
2025-02-01,WH-CENTRAL,SKU-0111,12,0.0,2340.62
2025-02-01,WH-CENTRAL,SKU-0112,15,0.7857,2210.59
2025-02-01,WH-CENTRAL,SKU-0113,1,0.0,111.71
2025-02-01,WH-CENTRAL,SKU-0114,23,1.3214,2548.72
2025-02-01,WH-CENTRAL,SKU-0115,12,1.5714,2058.28
2025-02-01,WH-CENTRAL,SKU-0116,15,1.2143,2231.87
2025-02-01,WH-CENTRAL,SKU-0117,0,0.0,0.0
2025-02-01,WH-CENTRAL,SKU-0118,1,0.0,99.95
2025-02-01,WH-CENTRAL,SKU-0119,0,0.4643,0.0
2025-02-01,WH-CENTRAL,SKU-0120,26,2.2143,1870.01
2025-02-01,WH-SOUTH,SKU-0001,19,1.0,2515.21
2025-02-01,WH-SOUTH,SKU-0002,16,1.0714,1284.18
2025-02-01,WH-SOUTH,SKU-0003,23,1.8571,3754.14
2025-02-01,WH-SOUTH,SKU-0004,7,1.4286,917.69
2025-02-01,WH-SOUTH,SKU-0005,12,1.0357,2446.88
2025-02-01,WH-SOUTH,SKU-0006,22,1.2857,2834.79
2025-02-01,WH-SOUTH,SKU-0007,31,1.2857,6827.33
2025-02-01,WH-SOUTH,SKU-0008,45,2.7857,276.21
2025-02-01,WH-SOUTH,SKU-0009,11,0.0,802.59
2025-02-01,WH-SOUTH,SKU-0010,3,0.0,36.32
2025-02-01,WH-SOUTH,SKU-0011,8,0.0,1315.82
2025-02-01,WH-SOUTH,SKU-0012,19,1.25,919.5
2025-02-01,WH-SOUTH,SKU-0013,0,0.8929,0.0
2025-02-01,WH-SOUTH,SKU-0014,24,2.6429,4920.04
2025-02-01,WH-SOUTH,SKU-0015,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0016,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0017,4,0.5357,52.78
2025-02-01,WH-SOUTH,SKU-0018,27,1.2143,749.03
2025-02-01,WH-SOUTH,SKU-0019,12,1.75,1551.26
2025-02-01,WH-SOUTH,SKU-0020,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0021,14,1.2857,3059.75
2025-02-01,WH-SOUTH,SKU-0022,6,0.4286,1006.6
2025-02-01,WH-SOUTH,SKU-0023,13,1.3214,2381.95
2025-02-01,WH-SOUTH,SKU-0024,36,2.2143,8028.7
2025-02-01,WH-SOUTH,SKU-0025,10,0.0,664.46
2025-02-01,WH-SOUTH,SKU-0026,34,2.0357,7688.32
2025-02-01,WH-SOUTH,SKU-0027,22,1.2857,587.46
2025-02-01,WH-SOUTH,SKU-0028,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0029,25,1.8571,4533.65
2025-02-01,WH-SOUTH,SKU-0030,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0031,0,0.8929,0.0
2025-02-01,WH-SOUTH,SKU-0032,6,1.1786,1053.36
2025-02-01,WH-SOUTH,SKU-0033,64,3.3929,9351.23
2025-02-01,WH-SOUTH,SKU-0034,69,2.4643,16342.79
2025-02-01,WH-SOUTH,SKU-0035,0,0.6429,0.0
2025-02-01,WH-SOUTH,SKU-0036,26,0.9643,6396.96
2025-02-01,WH-SOUTH,SKU-0037,18,0.0,645.98
2025-02-01,WH-SOUTH,SKU-0038,15,0.0,1172.24
2025-02-01,WH-SOUTH,SKU-0039,34,1.3214,894.98
2025-02-01,WH-SOUTH,SKU-0040,25,2.6786,5109.09
2025-02-01,WH-SOUTH,SKU-0041,11,0.2143,125.84
2025-02-01,WH-SOUTH,SKU-0042,28,1.25,2307.38
2025-02-01,WH-SOUTH,SKU-0043,8,1.2857,1374.52
2025-02-01,WH-SOUTH,SKU-0044,0,0.3571,0.0
2025-02-01,WH-SOUTH,SKU-0045,10,1.2143,2255.06
2025-02-01,WH-SOUTH,SKU-0046,17,1.0714,1349.86
2025-02-01,WH-SOUTH,SKU-0047,68,2.9286,13162.18
2025-02-01,WH-SOUTH,SKU-0048,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0049,0,0.3929,0.0
2025-02-01,WH-SOUTH,SKU-0050,2,0.0,305.5
2025-02-01,WH-SOUTH,SKU-0051,19,1.4643,2803.11
2025-02-01,WH-SOUTH,SKU-0052,6,0.5357,70.78
2025-02-01,WH-SOUTH,SKU-0053,0,0.2857,0.0
2025-02-01,WH-SOUTH,SKU-0054,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0055,5,0.0,229.02
2025-02-01,WH-SOUTH,SKU-0056,8,0.0,1182.5
2025-02-01,WH-SOUTH,SKU-0057,21,1.2857,1391.78
2025-02-01,WH-SOUTH,SKU-0058,16,0.7857,2796.11
2025-02-01,WH-SOUTH,SKU-0059,11,0.4643,2633.32
2025-02-01,WH-SOUTH,SKU-0060,0,0.2143,0.0
2025-02-01,WH-SOUTH,SKU-0061,0,0.4643,0.0
2025-02-01,WH-SOUTH,SKU-0062,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0063,0,1.1071,0.0
2025-02-01,WH-SOUTH,SKU-0064,43,2.3571,10275.69
2025-02-01,WH-SOUTH,SKU-0065,0,0.75,0.0
2025-02-01,WH-SOUTH,SKU-0066,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0067,2,0.4286,248.22
2025-02-01,WH-SOUTH,SKU-0068,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0069,13,1.8214,490.49
2025-02-01,WH-SOUTH,SKU-0070,20,1.5714,3407.03
2025-02-01,WH-SOUTH,SKU-0071,38,2.7143,3455.4
2025-02-01,WH-SOUTH,SKU-0072,33,0.8571,553.94
2025-02-01,WH-SOUTH,SKU-0073,5,0.0,179.41
2025-02-01,WH-SOUTH,SKU-0074,0,0.0357,0.0
2025-02-01,WH-SOUTH,SKU-0075,51,2.0357,12497.96
2025-02-01,WH-SOUTH,SKU-0076,17,3.2143,3208.64
2025-02-01,WH-SOUTH,SKU-0077,15,0.9643,668.33
2025-02-01,WH-SOUTH,SKU-0078,6,0.9286,1359.5
2025-02-01,WH-SOUTH,SKU-0079,8,0.0,981.16
2025-02-01,WH-SOUTH,SKU-0080,36,3.2143,4360.75
2025-02-01,WH-SOUTH,SKU-0081,34,2.7857,740.89
2025-02-01,WH-SOUTH,SKU-0082,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0083,0,0.7143,0.0
2025-02-01,WH-SOUTH,SKU-0084,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0085,0,0.25,0.0
2025-02-01,WH-SOUTH,SKU-0086,10,0.6786,641.13
2025-02-01,WH-SOUTH,SKU-0087,9,1.1071,468.07
2025-02-01,WH-SOUTH,SKU-0088,0,1.7857,0.0
2025-02-01,WH-SOUTH,SKU-0089,0,0.0357,0.0
2025-02-01,WH-SOUTH,SKU-0090,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0091,18,1.8214,4335.01
2025-02-01,WH-SOUTH,SKU-0092,13,0.6071,1177.82
2025-02-01,WH-SOUTH,SKU-0093,10,0.7143,1591.87
2025-02-01,WH-SOUTH,SKU-0094,0,0.25,0.0
2025-02-01,WH-SOUTH,SKU-0095,18,0.6786,1305.41
2025-02-01,WH-SOUTH,SKU-0096,3,0.0,35.29
2025-02-01,WH-SOUTH,SKU-0097,30,1.5714,3996.63
2025-02-01,WH-SOUTH,SKU-0098,15,1.9643,2115.3
2025-02-01,WH-SOUTH,SKU-0099,46,1.3214,8878.53
2025-02-01,WH-SOUTH,SKU-0100,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0101,27,1.2857,5992.72
2025-02-01,WH-SOUTH,SKU-0102,0,0.2857,0.0
2025-02-01,WH-SOUTH,SKU-0103,13,0.7143,2654.58
2025-02-01,WH-SOUTH,SKU-0104,18,1.0714,1392.24
2025-02-01,WH-SOUTH,SKU-0105,20,1.0,4544.98
2025-02-01,WH-SOUTH,SKU-0106,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0107,16,0.1786,1476.46
2025-02-01,WH-SOUTH,SKU-0108,69,2.7143,9503.06
2025-02-01,WH-SOUTH,SKU-0109,5,0.0,759.99
2025-02-01,WH-SOUTH,SKU-0110,2,0.0,182.2
2025-02-01,WH-SOUTH,SKU-0111,29,4.6071,5656.51
2025-02-01,WH-SOUTH,SKU-0112,28,1.1071,4126.43
2025-02-01,WH-SOUTH,SKU-0113,0,0.0,0.0
2025-02-01,WH-SOUTH,SKU-0114,15,0.8214,1662.21
2025-02-01,WH-SOUTH,SKU-0115,33,1.25,5660.26
2025-02-01,WH-SOUTH,SKU-0116,2,0.75,297.58
2025-02-01,WH-SOUTH,SKU-0117,2,0.0,460.71
2025-02-01,WH-SOUTH,SKU-0118,18,1.8571,1799.03
2025-02-01,WH-SOUTH,SKU-0119,20,0.6429,2561.57
2025-02-01,WH-SOUTH,SKU-0120,29,1.2143,2085.78
2025-03-01,WH-NORTH,SKU-0001,39,1.7742,5162.8
2025-03-01,WH-NORTH,SKU-0002,8,1.2258,642.09
2025-03-01,WH-NORTH,SKU-0003,27,1.3548,4407.03
2025-03-01,WH-NORTH,SKU-0004,36,3.0323,4719.53
2025-03-01,WH-NORTH,SKU-0005,8,1.0968,1631.26
2025-03-01,WH-NORTH,SKU-0006,24,1.3226,3092.5
2025-03-01,WH-NORTH,SKU-0007,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0008,7,0.0,42.97
2025-03-01,WH-NORTH,SKU-0009,6,0.129,437.78
2025-03-01,WH-NORTH,SKU-0010,17,1.0645,205.79
2025-03-01,WH-NORTH,SKU-0011,67,3.0,11019.99
2025-03-01,WH-NORTH,SKU-0012,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0013,30,2.5161,2400.09
2025-03-01,WH-NORTH,SKU-0014,8,0.0,1640.01
2025-03-01,WH-NORTH,SKU-0015,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0016,13,0.3871,2340.91
2025-03-01,WH-NORTH,SKU-0017,18,0.3548,237.5
2025-03-01,WH-NORTH,SKU-0018,22,1.2903,610.32
2025-03-01,WH-NORTH,SKU-0019,63,2.6774,8144.14
2025-03-01,WH-NORTH,SKU-0020,6,0.0,1394.55
2025-03-01,WH-NORTH,SKU-0021,9,1.1935,1966.98
2025-03-01,WH-NORTH,SKU-0022,2,0.0645,335.53
2025-03-01,WH-NORTH,SKU-0023,3,1.2903,549.68
2025-03-01,WH-NORTH,SKU-0024,5,0.3548,1115.1
2025-03-01,WH-NORTH,SKU-0025,53,2.6774,3521.61
2025-03-01,WH-NORTH,SKU-0026,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0027,11,0.8387,293.73
2025-03-01,WH-NORTH,SKU-0028,31,1.2581,4918.24
2025-03-01,WH-NORTH,SKU-0029,32,3.0,5803.07
2025-03-01,WH-NORTH,SKU-0030,0,0.8387,0.0
2025-03-01,WH-NORTH,SKU-0031,4,1.7742,939.42
2025-03-01,WH-NORTH,SKU-0032,1,0.0,175.56
2025-03-01,WH-NORTH,SKU-0033,44,1.6774,6428.97
2025-03-01,WH-NORTH,SKU-0034,10,0.9677,2368.52
2025-03-01,WH-NORTH,SKU-0035,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0036,2,1.3548,492.07
2025-03-01,WH-NORTH,SKU-0037,36,2.5484,1291.95
2025-03-01,WH-NORTH,SKU-0038,43,2.3226,3360.43
2025-03-01,WH-NORTH,SKU-0039,10,0.0645,263.23
2025-03-01,WH-NORTH,SKU-0040,97,4.129,19823.26
2025-03-01,WH-NORTH,SKU-0041,10,3.3548,114.4
2025-03-01,WH-NORTH,SKU-0042,0,1.4194,0.0
2025-03-01,WH-NORTH,SKU-0043,24,0.9355,4123.55
2025-03-01,WH-NORTH,SKU-0044,75,3.9677,12889.39
2025-03-01,WH-NORTH,SKU-0045,0,0.5161,0.0
2025-03-01,WH-NORTH,SKU-0046,3,1.1613,238.21
2025-03-01,WH-NORTH,SKU-0047,12,0.0,2322.74
2025-03-01,WH-NORTH,SKU-0048,34,2.4839,2231.1
2025-03-01,WH-NORTH,SKU-0049,44,2.3871,5227.44
2025-03-01,WH-NORTH,SKU-0050,40,2.6129,6110.06
2025-03-01,WH-NORTH,SKU-0051,22,0.9355,3245.7
2025-03-01,WH-NORTH,SKU-0052,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0053,80,4.0968,19503.0
2025-03-01,WH-NORTH,SKU-0054,9,0.6129,2027.12
2025-03-01,WH-NORTH,SKU-0055,83,4.7742,3801.73
2025-03-01,WH-NORTH,SKU-0056,33,2.7097,4877.81
2025-03-01,WH-NORTH,SKU-0057,22,0.6452,1458.05
2025-03-01,WH-NORTH,SKU-0058,20,0.9677,3495.14
2025-03-01,WH-NORTH,SKU-0059,34,4.5161,8139.36
2025-03-01,WH-NORTH,SKU-0060,3,1.1613,112.23
2025-03-01,WH-NORTH,SKU-0061,6,0.0,488.2
2025-03-01,WH-NORTH,SKU-0062,21,1.0968,664.47
2025-03-01,WH-NORTH,SKU-0063,0,0.1935,0.0
2025-03-01,WH-NORTH,SKU-0064,19,1.7419,4540.42
2025-03-01,WH-NORTH,SKU-0065,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0066,39,1.7742,3557.48
2025-03-01,WH-NORTH,SKU-0067,21,1.9355,2606.26
2025-03-01,WH-NORTH,SKU-0068,27,1.8065,5438.81
2025-03-01,WH-NORTH,SKU-0069,17,1.4194,641.41
2025-03-01,WH-NORTH,SKU-0070,2,0.0,340.7
2025-03-01,WH-NORTH,SKU-0071,39,5.0,3546.33
2025-03-01,WH-NORTH,SKU-0072,47,1.9355,788.94
2025-03-01,WH-NORTH,SKU-0073,19,0.7097,681.76
2025-03-01,WH-NORTH,SKU-0074,42,2.2258,3305.15
2025-03-01,WH-NORTH,SKU-0075,25,1.2581,6126.45
2025-03-01,WH-NORTH,SKU-0076,26,1.5161,4907.33
2025-03-01,WH-NORTH,SKU-0077,74,3.3548,3297.11
2025-03-01,WH-NORTH,SKU-0078,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0079,64,4.5161,7849.25
2025-03-01,WH-NORTH,SKU-0080,40,1.3871,4845.28
2025-03-01,WH-NORTH,SKU-0081,6,0.0323,130.75
2025-03-01,WH-NORTH,SKU-0082,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0083,42,1.5484,3427.58
2025-03-01,WH-NORTH,SKU-0084,23,1.1613,3920.49
2025-03-01,WH-NORTH,SKU-0085,11,0.0,2643.49
2025-03-01,WH-NORTH,SKU-0086,23,3.6452,1474.61
2025-03-01,WH-NORTH,SKU-0087,0,0.0,0.0
2025-03-01,WH-NORTH,SKU-0088,34,3.0,3650.24
2025-03-01,WH-NORTH,SKU-0089,12,0.7742,1554.56
2025-03-01,WH-NORTH,SKU-0090,23,1.3226,4137.56
2025-03-01,WH-NORTH,SKU-0091,27,0.9355,6502.52
2025-03-01,WH-NORTH,SKU-0092,57,3.0645,5164.29
2025-03-01,WH-NORTH,SKU-0093,25,0.8065,3979.66
2025-03-01,WH-NORTH,SKU-0094,50,2.5806,1804.55
2025-03-01,WH-NORTH,SKU-0095,31,1.0,2248.21
2025-03-01,WH-NORTH,SKU-0096,40,3.5806,470.58
2025-03-01,WH-NORTH,SKU-0097,21,0.9677,2797.64
2025-03-01,WH-NORTH,SKU-0098,1,0.0,141.02
